,Survived,Sex,Pclass,Age,SibSp,Parch,Fare,Embarked,scaled_fare,scaled_age
297,0,female,1,2.0,1,2,151.55,S,2.40496100544,-2.10478784667
298,1,male,1,28.0,0,0,30.5,S,-0.0321460741021,-0.101339932418
299,1,female,1,50.0,0,1,247.5208,C,4.33714701212,1.59388522579
300,1,female,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
301,1,male,3,28.0,2,0,23.25,Q,-0.178110769077,-0.101339932418
302,0,male,3,19.0,0,0,0.0,S,-0.646204446064,-0.794841133503
303,1,female,2,28.0,0,0,12.35,Q,-0.397561138073,-0.101339932418
304,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
305,1,male,1,0.92,1,2,151.55,S,2.40496100544,-2.1880079908
306,1,female,1,28.0,0,0,110.8833,C,1.58621583839,-0.101339932418
307,1,female,1,17.0,1,0,108.9,C,1.54628593776,-0.948952511522
308,0,male,2,30.0,1,0,24.0,C,-0.163010973045,0.0527714456014
309,1,female,1,30.0,0,0,56.9292,C,0.499954631611,0.0527714456014
310,1,female,1,24.0,0,0,83.1583,C,1.02802671174,-0.409562688456
311,1,female,1,18.0,2,2,262.375,C,4.63620753241,-0.871896822513
312,0,female,2,26.0,1,1,26.0,S,-0.122744850293,-0.255451310437
313,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
314,0,male,2,43.0,1,1,26.25,S,-0.117711584949,1.05449540273
315,1,female,3,26.0,0,0,7.8542,S,-0.488075355406,-0.255451310437
316,1,female,2,24.0,1,0,26.0,S,-0.122744850293,-0.409562688456
317,0,male,2,54.0,0,0,14.0,S,-0.364341586803,1.90210798183
318,1,female,1,31.0,0,2,164.8667,S,2.67306694386,0.129827134611
319,1,female,1,40.0,1,1,134.5,C,2.06169230898,0.823328335697
320,0,male,3,22.0,0,0,7.25,S,-0.500239751089,-0.563674066475
321,0,male,3,27.0,0,0,7.8958,S,-0.487237820053,-0.178395621427
322,1,female,2,30.0,0,0,12.35,Q,-0.397561138073,0.0527714456014
323,1,female,2,22.0,1,1,29.0,S,-0.0623456661658,-0.563674066475
324,0,male,3,28.0,8,2,69.55,S,0.754049972623,-0.101339932418
325,1,female,1,36.0,0,0,135.6333,C,2.08450910744,0.515105579659
326,0,male,3,61.0,0,0,6.2375,S,-0.520624475732,2.4414978049
327,1,female,2,36.0,0,0,13.0,S,-0.384474648179,0.515105579659
328,1,female,3,31.0,1,1,20.525,S,-0.232973361326,0.129827134611
329,1,female,1,16.0,0,1,57.9792,C,0.521094346056,-1.02600820053
330,1,female,3,28.0,2,0,23.25,Q,-0.178110769077,-0.101339932418
331,0,male,1,45.5,0,0,28.5,S,-0.0724121968537,1.24713462525
332,0,male,1,38.0,0,1,153.4625,S,2.44346548532,0.669216957678
333,0,male,3,16.0,2,0,18.0,S,-0.2838093413,-1.02600820053
334,1,female,1,28.0,1,0,133.65,S,2.04457920681,-0.101339932418
335,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
336,0,male,1,29.0,1,0,66.6,S,0.694657441564,-0.0242842434081
337,1,female,1,41.0,0,0,134.5,C,2.06169230898,0.900384024706
338,1,male,3,45.0,0,0,8.05,S,-0.484133301989,1.20860678074
339,0,male,1,45.0,0,0,35.5,S,0.0685192327769,1.20860678074
340,1,male,2,2.0,1,1,26.0,S,-0.122744850293,-2.10478784667
341,1,female,1,24.0,3,2,263.0,S,4.64879069577,-0.409562688456
342,0,male,2,28.0,0,0,13.0,S,-0.384474648179,-0.101339932418
343,0,male,2,25.0,0,0,13.0,S,-0.384474648179,-0.332506999446
344,0,male,2,36.0,0,0,13.0,S,-0.384474648179,0.515105579659
345,1,female,2,24.0,0,0,13.0,S,-0.384474648179,-0.409562688456
346,1,female,2,40.0,0,0,13.0,S,-0.384474648179,0.823328335697
347,1,female,3,28.0,1,0,16.1,S,-0.322062157914,-0.101339932418
348,1,male,3,3.0,1,1,15.9,S,-0.326088770189,-2.02773215766
349,0,male,3,42.0,0,0,8.6625,S,-0.471801801896,0.977439713716
350,0,male,3,23.0,0,0,9.225,S,-0.460476954872,-0.486618377465
351,0,male,1,28.0,0,0,35.0,S,0.058452702089,-0.101339932418
352,0,male,3,15.0,1,1,7.2292,C,-0.500658518766,-1.10306388954
353,0,male,3,25.0,1,0,17.8,S,-0.287835953575,-0.332506999446
354,0,male,3,28.0,0,0,7.225,C,-0.500743077624,-0.101339932418
355,0,male,3,28.0,0,0,9.5,S,-0.454940362994,-0.101339932418
356,1,female,1,22.0,0,1,55.0,S,0.461113929605,-0.563674066475
357,0,female,2,38.0,0,0,13.0,S,-0.384474648179,0.669216957678
358,1,female,3,28.0,0,0,7.8792,Q,-0.487572028872,-0.101339932418
359,1,female,3,28.0,0,0,7.8792,Q,-0.487572028872,-0.101339932418
360,0,male,3,40.0,1,4,27.9,S,-0.0844920336791,0.823328335697
361,0,male,2,29.0,1,0,27.7208,C,-0.0880998782777,-0.0242842434081
362,0,female,3,45.0,0,1,14.4542,C,-0.355197150326,1.20860678074
363,0,male,3,35.0,0,0,7.05,S,-0.504266363365,0.438049890649
364,0,male,3,28.0,1,0,15.5,Q,-0.334141994739,-0.101339932418
365,0,male,3,30.0,0,0,7.25,S,-0.500239751089,0.0527714456014
366,1,female,1,60.0,1,0,75.25,C,0.868808422465,2.36444211589
367,1,female,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
368,1,female,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
369,1,female,1,24.0,0,0,69.3,C,0.749016707279,-0.409562688456
370,1,male,1,25.0,1,0,55.4417,C,0.470006702815,-0.332506999446
371,0,male,3,18.0,1,0,6.4958,S,-0.515424105979,-0.871896822513
372,0,male,3,19.0,0,0,8.05,S,-0.484133301989,-0.794841133503
373,0,male,1,22.0,0,0,135.6333,C,2.08450910744,-0.563674066475
374,0,female,3,3.0,3,1,21.075,S,-0.221900177569,-2.02773215766
375,1,female,1,28.0,1,0,82.1708,C,1.00814531363,-0.101339932418
376,1,female,3,22.0,0,0,7.25,S,-0.500239751089,-0.563674066475
377,0,male,1,27.0,0,2,211.5,C,3.61193803492,-0.178395621427
378,0,male,3,20.0,0,0,4.0125,C,-0.565420537294,-0.717785444494
379,0,male,3,19.0,0,0,7.775,S,-0.489669893867,-0.794841133503
380,1,female,1,42.0,0,0,227.525,C,3.93457034346,0.977439713716
381,1,female,3,1.0,0,2,15.7417,C,-0.329275833804,-2.18184353567
382,0,male,3,32.0,0,0,7.925,S,-0.486649934661,0.20688282362
383,1,female,1,35.0,1,0,52.0,S,0.400714745478,0.438049890649
384,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
385,0,male,2,18.0,0,0,73.5,S,0.833575565057,-0.871896822513
386,0,male,3,1.0,5,2,46.9,S,0.298036132461,-2.18184353567
387,1,female,2,36.0,0,0,13.0,S,-0.384474648179,0.515105579659
388,0,male,3,28.0,0,0,7.7292,Q,-0.490591988078,-0.101339932418
389,1,female,2,17.0,0,0,12.0,C,-0.404607709554,-0.948952511522
390,1,male,1,36.0,1,2,120.0,S,1.76976291903,0.515105579659
391,1,male,3,21.0,0,0,7.7958,S,-0.48925112619,-0.640729755484
392,0,male,3,28.0,2,0,7.925,S,-0.486649934661,-0.101339932418
393,1,female,1,23.0,1,0,113.275,C,1.63436808128,-0.486618377465
394,1,female,3,24.0,0,2,16.7,S,-0.309982321088,-0.409562688456
395,0,male,3,22.0,0,0,7.7958,S,-0.48925112619,-0.563674066475
396,0,female,3,31.0,0,0,7.8542,S,-0.488075355406,0.129827134611
397,0,male,2,46.0,0,0,26.0,S,-0.122744850293,1.28566246975
398,0,male,2,23.0,0,0,10.5,S,-0.434807301618,-0.486618377465
399,1,female,2,28.0,0,0,12.65,S,-0.39152121966,-0.101339932418
400,1,male,3,39.0,0,0,7.925,S,-0.486649934661,0.746272646687
401,0,male,3,26.0,0,0,8.05,S,-0.484133301989,-0.255451310437
402,0,female,3,21.0,1,0,9.825,S,-0.448397118047,-0.640729755484
403,0,male,3,28.0,1,0,15.85,S,-0.327095423257,-0.101339932418
404,0,female,3,20.0,0,0,8.6625,S,-0.471801801896,-0.717785444494
405,0,male,2,34.0,1,0,21.0,S,-0.223410157172,0.360994201639
406,0,male,3,51.0,0,0,7.75,S,-0.490173220401,1.6709409148
407,1,male,2,3.0,1,1,18.75,S,-0.268709545268,-2.02773215766
408,0,male,3,21.0,0,0,7.775,S,-0.489669893867,-0.640729755484
409,0,female,3,28.0,3,1,25.4667,S,-0.133481811925,-0.101339932418
410,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
411,0,male,3,28.0,0,0,6.8583,Q,-0.50812587123,-0.101339932418
412,1,female,1,33.0,1,0,90.0,Q,1.16577107776,0.28393851263
413,0,male,2,28.0,0,0,0.0,S,-0.646204446064,-0.101339932418
414,1,male,3,44.0,0,0,7.925,S,-0.486649934661,1.13155109173
415,0,female,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
416,1,female,2,34.0,1,1,32.5,S,0.00812004864953,0.360994201639
417,1,female,2,18.0,0,2,13.0,S,-0.384474648179,-0.871896822513
418,0,male,2,30.0,0,0,13.0,S,-0.384474648179,0.0527714456014
419,0,female,3,10.0,0,2,24.15,S,-0.159991013838,-1.48834233459
420,0,male,3,28.0,0,0,7.8958,C,-0.487237820053,-0.101339932418
421,0,male,3,21.0,0,0,7.7333,Q,-0.490509442526,-0.640729755484
422,0,male,3,29.0,0,0,7.875,S,-0.487656587729,-0.0242842434081
423,0,female,3,28.0,1,1,14.4,S,-0.356288362252,-0.101339932418
424,0,male,3,18.0,1,1,20.2125,S,-0.239264943006,-0.871896822513
425,0,male,3,28.0,0,0,7.25,S,-0.500239751089,-0.101339932418
426,1,female,2,28.0,1,0,26.0,S,-0.122744850293,-0.101339932418
427,1,female,2,19.0,0,0,26.0,S,-0.122744850293,-0.794841133503
428,0,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
429,1,male,3,32.0,0,0,8.05,S,-0.484133301989,0.20688282362
430,1,male,1,28.0,0,0,26.55,S,-0.111671666536,-0.101339932418
431,1,female,3,28.0,1,0,16.1,S,-0.322062157914,-0.101339932418
432,1,female,2,42.0,1,0,26.0,S,-0.122744850293,0.977439713716
433,0,male,3,17.0,0,0,7.125,S,-0.502756383761,-0.948952511522
434,0,male,1,50.0,1,0,55.9,S,0.479233684843,1.59388522579
435,1,female,1,14.0,1,2,120.0,S,1.76976291903,-1.18011957855
436,0,female,3,21.0,2,2,34.375,S,0.0458695387292,-0.640729755484
437,1,female,2,24.0,2,3,18.75,S,-0.268709545268,-0.409562688456
438,0,male,1,64.0,1,4,263.0,S,4.64879069577,2.67266487192
439,0,male,2,31.0,0,0,10.5,S,-0.434807301618,0.129827134611
440,1,female,2,45.0,1,1,26.25,S,-0.117711584949,1.20860678074
441,0,male,3,20.0,0,0,9.5,S,-0.454940362994,-0.717785444494
442,0,male,3,25.0,1,0,7.775,S,-0.489669893867,-0.332506999446
443,1,female,2,28.0,0,0,13.0,S,-0.384474648179,-0.101339932418
444,1,male,3,28.0,0,0,8.1125,S,-0.482874985653,-0.101339932418
445,1,male,1,4.0,0,2,81.8583,S,1.00185373195,-1.95067646865
446,1,female,2,13.0,0,1,19.5,S,-0.253609749236,-1.25717526756
447,1,male,1,34.0,0,0,26.55,S,-0.111671666536,0.360994201639
448,1,female,3,5.0,2,1,19.2583,C,-0.25847591017,-1.87362077964
449,1,male,1,52.0,0,0,30.5,S,-0.0321460741021,1.74799660381
450,0,male,2,36.0,1,2,27.75,S,-0.0875119928855,0.515105579659
451,0,male,3,28.0,1,0,19.9667,S,-0.244213649492,-0.101339932418
452,0,male,1,30.0,0,0,27.75,C,-0.0875119928855,0.0527714456014
453,1,male,1,49.0,1,0,89.1042,C,1.14773588138,1.51682953678
454,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
455,1,male,3,29.0,0,0,7.8958,C,-0.487237820053,-0.0242842434081
456,0,male,1,65.0,0,0,26.55,S,-0.111671666536,2.74972056093
457,1,female,1,28.0,1,0,51.8625,S,0.397946449538,-0.101339932418
458,1,female,2,50.0,0,0,10.5,S,-0.434807301618,1.59388522579
459,0,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
460,1,male,1,48.0,0,0,26.55,S,-0.111671666536,1.43977384777
461,0,male,3,34.0,0,0,8.05,S,-0.484133301989,0.360994201639
462,0,male,1,47.0,0,0,38.5,S,0.128918416904,1.36271815876
463,0,male,2,48.0,0,0,13.0,S,-0.384474648179,1.43977384777
464,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
465,0,male,3,38.0,0,0,7.05,S,-0.504266363365,0.669216957678
466,0,male,2,28.0,0,0,0.0,S,-0.646204446064,-0.101339932418
467,0,male,1,56.0,0,0,26.55,S,-0.111671666536,2.05621935985
468,0,male,3,28.0,0,0,7.725,Q,-0.490676546936,-0.101339932418
469,1,female,3,0.75,2,1,19.2583,C,-0.25847591017,-2.20110745793
470,0,male,3,28.0,0,0,7.25,S,-0.500239751089,-0.101339932418
471,0,male,3,38.0,0,0,8.6625,S,-0.471801801896,0.669216957678
472,1,female,2,33.0,1,2,27.75,S,-0.0875119928855,0.28393851263
473,1,female,2,23.0,0,0,13.7917,C,-0.368535303487,-0.486618377465
474,0,female,3,22.0,0,0,9.8375,S,-0.448145454779,-0.563674066475
475,0,male,1,28.0,0,0,52.0,S,0.400714745478,-0.101339932418
476,0,male,2,34.0,1,0,21.0,S,-0.223410157172,0.360994201639
477,0,male,3,29.0,1,0,7.0458,S,-0.504350922222,-0.0242842434081
478,0,male,3,22.0,0,0,7.5208,S,-0.494787718069,-0.563674066475
479,1,female,3,2.0,0,1,12.2875,S,-0.398819454409,-2.10478784667
480,0,male,3,9.0,5,2,46.9,S,0.298036132461,-1.5653980236
481,0,male,2,28.0,0,0,0.0,S,-0.646204446064,-0.101339932418
482,0,male,3,50.0,0,0,8.05,S,-0.484133301989,1.59388522579
483,1,female,3,63.0,0,0,9.5875,S,-0.453178720123,2.59560918292
484,1,male,1,25.0,1,0,91.0792,C,1.18749867759,-0.332506999446
485,0,female,3,28.0,3,1,25.4667,S,-0.133481811925,-0.101339932418
486,1,female,1,35.0,1,0,90.0,S,1.16577107776,0.438049890649
487,0,male,1,58.0,0,0,29.7,C,-0.0482525232027,2.21033073787
488,0,male,3,30.0,0,0,8.05,S,-0.484133301989,0.0527714456014
489,1,male,3,9.0,1,1,15.9,S,-0.326088770189,-1.5653980236
490,0,male,3,28.0,1,0,19.9667,S,-0.244213649492,-0.101339932418
491,0,male,3,21.0,0,0,7.25,S,-0.500239751089,-0.640729755484
492,0,male,1,55.0,0,0,30.5,S,-0.0321460741021,1.97916367084
493,0,male,1,71.0,0,0,49.5042,C,0.350466650896,3.21205469499
494,0,male,3,21.0,0,0,8.05,S,-0.484133301989,-0.640729755484
495,0,male,3,28.0,0,0,14.4583,C,-0.355114604774,-0.101339932418
496,1,female,1,54.0,1,0,78.2667,C,0.929543828717,1.90210798183
497,0,male,3,28.0,0,0,15.1,S,-0.342195219289,-0.101339932418
498,0,female,1,25.0,1,2,151.55,S,2.40496100544,-0.332506999446
499,0,male,3,24.0,0,0,7.7958,S,-0.48925112619,-0.409562688456
500,0,male,3,17.0,0,0,8.6625,S,-0.471801801896,-0.948952511522
501,0,female,3,21.0,0,0,7.75,Q,-0.490173220401,-0.640729755484
502,0,female,3,28.0,0,0,7.6292,Q,-0.492605294216,-0.101339932418
503,0,female,3,37.0,0,0,9.5875,S,-0.453178720123,0.592161268668
504,1,female,1,16.0,0,0,86.5,S,1.09530536294,-1.02600820053
505,0,male,1,18.0,1,0,108.9,C,1.54628593776,-0.871896822513
506,1,female,2,33.0,0,2,26.0,S,-0.122744850293,0.28393851263
507,1,male,1,28.0,0,0,26.55,S,-0.111671666536,-0.101339932418
508,0,male,3,28.0,0,0,22.525,S,-0.192707238574,-0.101339932418
509,1,male,3,26.0,0,0,56.4958,S,0.491228962811,-0.255451310437
510,1,male,3,29.0,0,0,7.75,Q,-0.490173220401,-0.0242842434081
511,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
512,1,male,1,36.0,0,0,26.2875,S,-0.116956595148,0.515105579659
513,1,female,1,54.0,1,0,59.4,C,0.549699399658,1.90210798183
514,0,male,3,24.0,0,0,7.4958,S,-0.495291044603,-0.409562688456
515,0,male,1,47.0,0,0,34.0208,S,0.0387384083898,1.36271815876
516,1,female,2,34.0,0,0,10.5,S,-0.434807301618,0.360994201639
517,0,male,3,28.0,0,0,24.15,Q,-0.159991013838,-0.101339932418
518,1,female,2,36.0,1,0,26.0,S,-0.122744850293,0.515105579659
519,0,male,3,32.0,0,0,7.8958,S,-0.487237820053,0.20688282362
520,1,female,1,30.0,0,0,93.5,S,1.23623679257,0.0527714456014
521,0,male,3,22.0,0,0,7.8958,S,-0.487237820053,-0.563674066475
522,0,male,3,28.0,0,0,7.225,C,-0.500743077624,-0.101339932418
523,1,female,1,44.0,0,1,57.9792,C,0.521094346056,1.13155109173
524,0,male,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
525,0,male,3,40.5,0,0,7.75,Q,-0.490173220401,0.861856180201
526,1,female,2,50.0,0,0,10.5,S,-0.434807301618,1.59388522579
527,0,male,1,28.0,0,0,221.7792,S,3.81888979941,-0.101339932418
528,0,male,3,39.0,0,0,7.925,S,-0.486649934661,0.746272646687
529,0,male,2,23.0,2,1,11.5,S,-0.414674240242,-0.486618377465
530,1,female,2,2.0,1,1,26.0,S,-0.122744850293,-2.10478784667
531,0,male,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
532,0,male,3,17.0,1,1,7.2292,C,-0.500658518766,-0.948952511522
533,1,female,3,28.0,0,2,22.3583,C,-0.196063419905,-0.101339932418
534,0,female,3,30.0,0,0,8.6625,S,-0.471801801896,0.0527714456014
535,1,female,2,7.0,0,2,26.25,S,-0.117711584949,-1.71950940162
536,0,male,1,45.0,0,0,26.55,S,-0.111671666536,1.20860678074
537,1,female,1,30.0,0,0,106.425,C,1.49645661086,0.0527714456014
538,0,male,3,28.0,0,0,14.5,S,-0.354275056115,-0.101339932418
539,1,female,1,22.0,0,2,49.5,C,0.350382092038,-0.563674066475
540,1,female,1,36.0,0,2,71.0,S,0.783242911618,0.515105579659
541,0,female,3,9.0,4,2,31.275,S,-0.0165429515358,-1.5653980236
542,0,female,3,11.0,4,2,31.275,S,-0.0165429515358,-1.41128664558
543,1,male,2,32.0,1,0,26.0,S,-0.122744850293,0.20688282362
544,0,male,1,50.0,1,0,106.425,C,1.49645661086,1.59388522579
545,0,male,1,64.0,0,0,26.0,S,-0.122744850293,2.67266487192
546,1,female,2,19.0,1,0,26.0,S,-0.122744850293,-0.794841133503
547,1,male,2,28.0,0,0,13.8625,C,-0.367109882742,-0.101339932418
548,0,male,3,33.0,1,1,20.525,S,-0.232973361326,0.28393851263
549,1,male,2,8.0,1,1,36.75,S,0.0936855594967,-1.64245371261
550,1,male,1,17.0,0,2,110.8833,C,1.58621583839,-0.948952511522
551,0,male,2,27.0,0,0,26.0,S,-0.122744850293,-0.178395621427
552,0,male,3,28.0,0,0,7.8292,Q,-0.48857868194,-0.101339932418
553,1,male,3,22.0,0,0,7.225,C,-0.500743077624,-0.563674066475
554,1,female,3,22.0,0,0,7.775,S,-0.489669893867,-0.563674066475
555,0,male,1,62.0,0,0,26.55,S,-0.111671666536,2.51855349391
556,1,female,1,48.0,1,0,39.6,C,0.151064784418,1.43977384777
557,0,male,1,28.0,0,0,227.525,C,3.93457034346,-0.101339932418
558,1,female,1,39.0,1,1,79.65,S,0.957393892518,0.746272646687
559,1,female,3,36.0,1,0,17.4,S,-0.295889178125,0.515105579659
560,0,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
561,0,male,3,40.0,0,0,7.8958,S,-0.487237820053,0.823328335697
562,0,male,2,28.0,0,0,13.5,S,-0.374408117491,-0.101339932418
563,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
564,0,female,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
565,0,male,3,24.0,2,0,24.15,S,-0.159991013838,-0.409562688456
566,0,male,3,19.0,0,0,7.8958,S,-0.487237820053,-0.794841133503
567,0,female,3,29.0,0,4,21.075,S,-0.221900177569,-0.0242842434081
568,0,male,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
569,1,male,3,32.0,0,0,7.8542,S,-0.488075355406,0.20688282362
570,1,male,2,62.0,0,0,10.5,S,-0.434807301618,2.51855349391
571,1,female,1,53.0,2,0,51.4792,S,0.390229447113,1.82505229282
572,1,male,1,36.0,0,0,26.3875,S,-0.11494328901,0.515105579659
573,1,female,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
574,0,male,3,16.0,0,0,8.05,S,-0.484133301989,-1.02600820053
575,0,male,3,19.0,0,0,14.5,S,-0.354275056115,-0.794841133503
576,1,female,2,34.0,0,0,13.0,S,-0.384474648179,0.360994201639
577,1,female,1,39.0,1,0,55.9,S,0.479233684843,0.746272646687
578,0,female,3,28.0,1,0,14.4583,C,-0.355114604774,-0.101339932418
579,1,male,3,32.0,0,0,7.925,S,-0.486649934661,0.20688282362
580,1,female,2,25.0,1,1,30.0,S,-0.04221260479,-0.332506999446
581,1,female,1,39.0,1,1,110.8833,C,1.58621583839,0.746272646687
582,0,male,2,54.0,0,0,26.0,S,-0.122744850293,1.90210798183
583,0,male,1,36.0,0,0,40.125,C,0.16163464164,0.515105579659
584,0,male,3,28.0,0,0,8.7125,C,-0.470795148827,-0.101339932418
585,1,female,1,18.0,0,2,79.65,S,0.957393892518,-0.871896822513
586,0,male,2,47.0,0,0,15.0,S,-0.344208525427,1.36271815876
587,1,male,1,60.0,1,1,79.2,C,0.948334014899,2.36444211589
588,0,male,3,22.0,0,0,8.05,S,-0.484133301989,-0.563674066475
589,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
590,0,male,3,35.0,0,0,7.125,S,-0.502756383761,0.438049890649
591,1,female,1,52.0,1,0,78.2667,C,0.929543828717,1.74799660381
592,0,male,3,47.0,0,0,7.25,S,-0.500239751089,1.36271815876
